train_loss,valid_loss
0.8767124859592582,0.9222564667463302
0.8518286671819566,0.9442628234624862
0.8095143497744693,0.9910854250192642
0.7535055822963956,1.0637350916862487
0.695588724522651,1.0996094316244125
0.6543014102344271,1.1711305737495423
0.6183255307282074,1.2123673915863038
0.5920337363134457,1.2317638397216797
0.5736671135395388,1.2624073028564453
0.5556521064872983,1.25385080575943
0.5429322425323196,1.2937809526920319
0.5323943835270556,1.3275163292884826
0.5243356676795815,1.3877580523490907
0.5135801679725889,1.3565365850925446
0.5017367137383811,1.3508977591991425
0.493106677185131,1.3322351217269897
0.48603076346312896,1.3396420061588288
0.47857997877688346,1.3415235877037048
0.4715222131602372,1.3633596539497375
0.4664148748675479,1.4015849888324738
0.4597963532315025,1.3924990475177765
0.4542108178138733,1.3620905339717866
0.44870372135427933,1.4212531983852386
0.4444824713694898,1.421044397354126
0.4400810123998908,1.4069471597671508
0.434876360093491,1.4121169030666352
0.431825785697261,1.4262982964515687
0.4294552803039551,1.4427347600460052
0.42520470672015903,1.4379628837108611
0.42284082196935824,1.423408532142639
0.4179458357865297,1.4244304597377777
0.4151409724845162,1.4524737358093263
0.41177559615690495,1.4335133016109467
0.4090007426618021,1.4410561740398407
0.40549203187604493,1.3965024173259735
0.40476004307783103,1.4273893177509307
0.40027328722084626,1.4636402010917664
0.39880900556528115,1.447504723072052
0.3984747793101057,1.4335050642490388
0.39592187842236287,1.437776756286621
0.3985380058801627,1.423552966117859
0.39415467124951037,1.4959823846817017
0.39126360378687897,1.4411257028579711
0.38742629976212223,1.4774584412574767
0.38492075929158853,1.4491314828395843
0.3824975807455522,1.4912600874900819
0.3816542214230646,1.481994777917862
0.38023051959049853,1.502285408973694
0.38056163697303097,1.5153112053871154
0.37949288608152654,1.4569759726524354
0.3752253048027618,1.4853311121463775
0.3739316810535479,1.4558005273342132
0.3735864151127731,1.4718813002109528
0.3723198439501509,1.5307792246341705
0.37056679514390006,1.4534130036830901
0.3691980122010919,1.462469893693924
0.36956563252436964,1.5386376440525056
0.3690375878086573,1.4912390649318694
0.36723735324944123,1.4725166618824006
0.36451491713523865,1.4762624323368072
0.36383521255058576,1.4590064525604247
0.36350461689731745,1.4811962306499482
0.3623431098612049,1.5003425776958466
0.3608788485768475,1.4570708274841309
0.36133823590942576,1.4941488921642303
0.3629844697970378,1.4419156610965729
0.3600024113172217,1.4914666533470153
0.358269738245614,1.48287935256958
0.3586278184305263,1.4973851025104523
0.35608147556268716,1.510037124156952
0.35484374474875535,1.4783636569976806
0.3539969430694097,1.4759081780910492
0.35436844674846796,1.470759814977646
0.3546108158328865,1.501144963502884
0.35371271417110783,1.474948561191559
0.35203844120230854,1.4819477677345276
0.35153711030754864,1.4972363710403442
0.3499372488335718,1.4960886180400848
0.3479719331747369,1.4959325194358826
0.34850148083288457,1.5463604390621186
0.34840343949160996,1.529467386007309
0.34769480552854415,1.5125604152679444
0.3475021761429461,1.5183116972446442
0.3473920852323122,1.5128131926059722
0.34683927855914154,1.4898840844631196
0.3460859162143514,1.4943314790725708
0.34523713701887976,1.5059797942638398
0.34460638105114805,1.5218863487243652
0.3449174825903736,1.5123628973960876
0.34696637263780905,1.4650801062583922
0.3417660876919952,1.5152892172336578
0.34136368843573556,1.5190047800540925
0.3422334703463542,1.487941074371338
0.3410144146484665,1.5448718428611756
0.33993828636181506,1.5095870852470399
0.3404155856446375,1.512667465209961
0.3396636549430557,1.5544701159000396
0.33811275189435935,1.5092937171459198
0.33808771832079826,1.5426316797733306
0.34109717305702497,1.4904211342334748
