train_loss,valid_loss
0.961142727306911,1.0217690765857697
0.9378795368330819,0.9868933856487274
0.8683194262640817,0.9485118091106415
0.8273260763713292,0.8598268330097198
0.7755276049886431,0.8218049705028534
0.7255048496382577,0.8174638450145721
0.7300726005009243,0.7962329387664795
0.7259330068315778,0.8152994811534882
0.7302054847989764,0.7959952652454376
0.7119717257363456,0.7838159799575806
0.6885382107325962,0.797031819820404
0.6843697513852801,0.8123502433300018
0.678721410887582,0.8082261979579926
0.6879920448575702,0.8031357526779175
0.6452112623623439,0.7901642322540283
0.6444560715130397,0.8027422726154327
0.6403051785060337,0.7866558134555817
0.6255276884351458,0.8000803589820862
0.6041574478149414,0.7916458249092102
0.5863573380878994,0.7743036448955536
0.5969864640917096,0.7910557091236115
0.5885593976293292,0.7837608456611633
0.5602577030658722,0.7707673013210297
0.5616562451635089,0.7781010568141937
0.5552699565887451,0.7510402798652649
0.5532929343836648,0.761479377746582
0.5433835642678397,0.7742466628551483
0.5449896369661603,0.7669041156768799
0.5329869815281459,0.7737841308116913
0.5360609761306218,0.7605752944946289
0.5268120723111289,0.7569511234760284
0.5307255387306213,0.7739786803722382
0.5276407429150173,0.7630451917648315
0.5253104397228786,0.7691346704959869
0.5175600733075824,0.7671611309051514
0.5287907080990928,0.761290967464447
0.5024922277246203,0.7725664675235748
0.5011583098343441,0.7606474757194519
0.507355055638722,0.7786543965339661
0.49154085772378103,0.8041996359825134
0.4870897616658892,0.7754131555557251
0.48563588091305326,0.7799404859542847
0.4719738406794412,0.7609779238700867
0.4875624052115849,0.7907608449459076
0.47975105898720877,0.7613098919391632
0.47881533418382916,0.7691363990306854
0.4656338904585157,0.7918706834316254
0.4601369287286486,0.7878379225730896
0.4621466398239136,0.7927753925323486
0.4706630323614393,0.7880266606807709
0.46037343570164274,0.7932693362236023
0.45021313428878784,0.7729209661483765
0.4471408426761627,0.8192560076713562
0.44360409889902386,0.7912372648715973
0.45792144536972046,0.7941206097602844
0.44486279998506817,0.7966084480285645
0.4410138257912227,0.8129314184188843
0.4471153106008257,0.7862645089626312
0.44694516914231436,0.8080324828624725
0.4262778801577432,0.8167934715747833
0.4326422257082803,0.8163205087184906
0.4196348786354065,0.8199060559272766
0.4207592180797032,0.8067598938941956
0.43295593772615704,0.8076502978801727
0.4235661881310599,0.8151358962059021
0.42044470991407124,0.8271675109863281
0.41788280861718313,0.8099326491355896
0.41144407221249174,0.8178507089614868
0.4151017112391336,0.8262308239936829
0.4156405244554792,0.8168635368347168
0.4155425471918924,0.808705747127533
0.4010261084352221,0.8224278390407562
0.4052048240389143,0.8299651443958282
0.40327797191483633,0.8321371376514435
0.3993689460413797,0.8464493155479431
0.39582997134753634,0.833221435546875
0.3980553788798196,0.8394486308097839
0.3920718388898032,0.8496749401092529
0.38954845496586393,0.8279550075531006
0.3949012117726462,0.8385175466537476
0.38670983059065683,0.8468149900436401
0.38663781540734427,0.8356833755970001
0.38191960964884075,0.8275208175182343
0.38439362815448214,0.8554943203926086
0.38575994968414307,0.8482265770435333
0.3848523369857243,0.8421419560909271
0.38054326602390837,0.8286755979061127
0.3842245170048305,0.8335521221160889
0.38003005725996836,0.8635283708572388
0.3805548633847918,0.8558876514434814
0.3870779701641628,0.8617397844791412
0.37914625235966276,0.8557322323322296
0.37690102202551706,0.8596541881561279
0.3713369369506836,0.8615792393684387
0.3714937908308847,0.8610978126525879
0.36956171478543964,0.8608646988868713
0.3703724018165043,0.8504253029823303
0.37308967113494873,0.8402211368083954
0.36681000675473896,0.8537330329418182
0.36737469264439176,0.8611901998519897
